plate_id,experiment,girlboss,seedling,genotype,ATP_conc,day,date_time,root,,,,,,,,,,
1_KO_7.5_m,1,M,21,KO,7.5,4,9/25/2021 11:30:00,1.504,,,,,,,,,,
1_KO_7.5_m,1,M,22,KO,7.5,4,9/25/2021 11:30:00,1.421,,,,,,,,,,
1_KO_7.5_m,1,M,23,KO,7.5,4,9/25/2021 11:30:00,1.07,,,,,,,,,,
1_KO_7.5_m,1,M,24,KO,7.5,4,9/25/2021 11:30:00,0.666,,,,,,,,,,
1_KO_7.5_m,1,M,25,KO,7.5,4,9/25/2021 11:30:00,1.445,,,,,,,,,,
1_WT_controla_m,1,M,1,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controla_m,1,M,2,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controla_m,1,M,3,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controla_m,1,M,4,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controla_m,1,M,5,WT,0,5,9/26/2021 10:26:00,0.433,,,,,,,,,,
1_WT_controla_m,1,M,6,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controla_m,1,M,7,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controla_m,1,M,8,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controla_m,1,M,9,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controla_m,1,M,10,WT,0,5,9/26/2021 10:26:00,3.45,,,,,,,,,,
1_WT_controla_m,1,M,11,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controla_m,1,M,12,WT,0,5,9/26/2021 10:26:00,3.74,,,,,,,,,,
1_WT_controla_m,1,M,13,WT,0,5,9/26/2021 10:26:00,0.792,,,,,,,,,,
1_WT_controlb_m,1,M,1,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,2,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,3,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,4,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,5,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,6,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,7,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,8,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,9,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,10,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,11,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,12,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,13,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,14,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,15,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,16,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,17,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,18,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,19,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,20,WT,0,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,1,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,2,WT,7.5,5,9/26/2021 10:26:00,2.459,,,,,,,,,,
1_WT_7.5_m,1,M,3,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,4,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,5,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,6,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,7,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,8,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,9,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,10,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,11,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,12,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,13,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,14,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,15,WT,7.5,5,9/26/2021 10:26:00,3.052,,,,,,,,,,
1_WT_7.5_m,1,M,16,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,17,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,18,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,19,WT,7.5,5,9/26/2021 10:26:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,20,WT,7.5,5,9/26/2021 10:26:00,2.31,,,,,,,,,,
1_KO_controla_m,1,M,1,KO,0,5,9/26/2021 10:26:00,2.751,,,,,,,,,,
1_KO_controla_m,1,M,2,KO,0,5,9/26/2021 10:26:00,2.984,,,,,,,,,,
1_KO_controla_m,1,M,3,KO,0,5,9/26/2021 10:26:00,5.02,,,,,,,,,,
1_KO_controla_m,1,M,4,KO,0,5,9/26/2021 10:26:00,2.727,,,,,,,,,,
1_KO_controla_m,1,M,5,KO,0,5,9/26/2021 10:26:00,2.315,,,,,,,,,,
1_KO_controla_m,1,M,6,KO,0,5,9/26/2021 10:26:00,4.148,,,,,,,,,,
1_KO_controla_m,1,M,7,KO,0,5,9/26/2021 10:26:00,4.623,,,,,,,,,,
1_KO_controla_m,1,M,8,KO,0,5,9/26/2021 10:26:00,2.946,,,,,,,,,,
1_KO_controla_m,1,M,9,KO,0,5,9/26/2021 10:26:00,3.309,,,,,,,,,,
1_KO_controla_m,1,M,10,KO,0,5,9/26/2021 10:26:00,3.206,,,,,,,,,,
1_KO_controla_m,1,M,11,KO,0,5,9/26/2021 10:26:00,3.999,,,,,,,,,,
1_KO_controla_m,1,M,12,KO,0,5,9/26/2021 10:26:00,2.018,,,,,,,,,,
1_KO_controla_m,1,M,13,KO,0,5,9/26/2021 10:26:00,3.566,,,,,,,,,,
1_KO_controla_m,1,M,14,KO,0,5,9/26/2021 10:26:00,5.329,,,,,,,,,,
1_KO_controla_m,1,M,15,KO,0,5,9/26/2021 10:26:00,4.984,,,,,,,,,,
1_KO_controla_m,1,M,16,KO,0,5,9/26/2021 10:26:00,3.172,,,,,,,,,,
1_KO_controla_m,1,M,17,KO,0,5,9/26/2021 10:26:00,2.554,,,,,,,,,,
1_KO_controla_m,1,M,18,KO,0,5,9/26/2021 10:26:00,5.307,,,,,,,,,,
1_KO_controla_m,1,M,19,KO,0,5,9/26/2021 10:26:00,4.282,,,,,,,,,,
1_KO_controla_m,1,M,20,KO,0,5,9/26/2021 10:26:00,3.445,,,,,,,,,,
1_KO_controla_m,1,M,21,KO,0,5,9/26/2021 10:26:00,3.119,,,,,,,,,,
1_KO_controla_m,1,M,22,KO,0,5,9/26/2021 10:26:00,4.004,,,,,,,,,,
1_KO_controla_m,1,M,21,KO,0,5,9/26/2021 10:26:00,1.843,,,,,,,,,,
1_KO_controla_m,1,M,21,KO,0,5,9/26/2021 10:26:00,2.866,,,,,,,,,,
1_KO_controla_m,1,M,25,KO,0,5,9/26/2021 10:26:00,1.671,,,,,,,,,,
1_KO_7.5_m,1,M,1,KO,7.5,5,9/26/2021 10:26:00,1.699,,,,,,,,,,
1_KO_7.5_m,1,M,2,KO,7.5,5,9/26/2021 10:26:00,2.297,,,,,,,,,,
1_KO_7.5_m,1,M,3,KO,7.5,5,9/26/2021 10:26:00,1.852,,,,,,,,,,
1_KO_7.5_m,1,M,4,KO,7.5,5,9/26/2021 10:26:00,1.445,,,,,,,,,,
1_KO_7.5_m,1,M,5,KO,7.5,5,9/26/2021 10:26:00,2.304,,,,,,,,,,
1_KO_7.5_m,1,M,6,KO,7.5,5,9/26/2021 10:26:00,1.961,,,,,,,,,,
1_KO_7.5_m,1,M,7,KO,7.5,5,9/26/2021 10:26:00,1.306,,,,,,,,,,
1_KO_7.5_m,1,M,8,KO,7.5,5,9/26/2021 10:26:00,2.175,,,,,,,,,,
1_KO_7.5_m,1,M,9,KO,7.5,5,9/26/2021 10:26:00,1.504,,,,,,,,,,
1_KO_7.5_m,1,M,10,KO,7.5,5,9/26/2021 10:26:00,1.445,,,,,,,,,,
1_KO_7.5_m,1,M,11,KO,7.5,5,9/26/2021 10:26:00,1.225,,,,,,,,,,
1_KO_7.5_m,1,M,12,KO,7.5,5,9/26/2021 10:26:00,1.189,,,,,,,,,,
1_KO_7.5_m,1,M,13,KO,7.5,5,9/26/2021 10:26:00,2.14,,,,,,,,,,
1_KO_7.5_m,1,M,14,KO,7.5,5,9/26/2021 10:26:00,2.496,,,,,,,,,,
1_KO_7.5_m,1,M,15,KO,7.5,5,9/26/2021 10:26:00,1.784,,,,,,,,,,
1_KO_7.5_m,1,M,16,KO,7.5,5,9/26/2021 10:26:00,1.576,,,,,,,,,,
1_KO_7.5_m,1,M,17,KO,7.5,5,9/26/2021 10:26:00,1.933,,,,,,,,,,
1_KO_7.5_m,1,M,18,KO,7.5,5,9/26/2021 10:26:00,2.575,,,,,,,,,,
1_KO_7.5_m,1,M,19,KO,7.5,5,9/26/2021 10:26:00,1.708,,,,,,,,,,
1_KO_7.5_m,1,M,20,KO,7.5,5,9/26/2021 10:26:00,1.741,,,,,,,,,,
1_KO_7.5_m,1,M,21,KO,7.5,5,9/26/2021 10:26:00,2.306,,,,,,,,,,
1_KO_7.5_m,1,M,22,KO,7.5,5,9/26/2021 10:26:00,1.901,,,,,,,,,,
1_KO_7.5_m,1,M,23,KO,7.5,5,9/26/2021 10:26:00,1.645,,,,,,,,,,
1_KO_7.5_m,1,M,24,KO,7.5,5,9/26/2021 10:26:00,0.939,,,,,,,,,,
1_KO_7.5_m,1,M,25,KO,7.5,5,9/26/2021 10:26:00,1.739,,,,,,,,,,
1_WT_controla_m,1,M,1,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controla_m,1,M,2,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controla_m,1,M,3,WT,0,6,9/27/2021 11:40:00,0.967,,,,,,,,,,
1_WT_controla_m,1,M,4,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controla_m,1,M,5,WT,0,6,9/27/2021 11:40:00,1.554,,,,,,,,,,
1_WT_controla_m,1,M,6,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controla_m,1,M,7,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controla_m,1,M,8,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controla_m,1,M,9,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controla_m,1,M,10,WT,0,6,9/27/2021 11:40:00,4.964,,,,,,,,,,
1_WT_controla_m,1,M,11,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controla_m,1,M,12,WT,0,6,9/27/2021 11:40:00,5.631,,,,,,,,,,
1_WT_controla_m,1,M,13,WT,0,6,9/27/2021 11:40:00,1.992,,,,,,,,,,
1_WT_controlb_m,1,M,1,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,2,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,3,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,4,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,5,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,6,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,7,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,8,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,9,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,10,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,11,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,12,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,13,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,14,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,15,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,16,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,17,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,18,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,19,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_controlb_m,1,M,20,WT,0,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,1,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,2,WT,7.5,6,9/27/2021 11:40:00,4.106,,,,,,,,,,
1_WT_7.5_m,1,M,3,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,4,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,5,WT,7.5,6,9/27/2021 11:40:00,0.844,,,,,,,,,,
1_WT_7.5_m,1,M,6,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,7,WT,7.5,6,9/27/2021 11:40:00,0.615,,,,,,,,,,
1_WT_7.5_m,1,M,8,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,9,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,10,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,11,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,12,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,13,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,14,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,15,WT,7.5,6,9/27/2021 11:40:00,4.727,,,,,,,,,,
1_WT_7.5_m,1,M,16,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,17,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,18,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,19,WT,7.5,6,9/27/2021 11:40:00,0,,,,,,,,,,
1_WT_7.5_m,1,M,20,WT,7.5,6,9/27/2021 11:40:00,3.974,,,,,,,,,,
1_KO_controla_m,1,M,1,KO,0,6,9/27/2021 11:40:00,3.46,,,,,,,,,,
1_KO_controla_m,1,M,2,KO,0,6,9/27/2021 11:40:00,3.865,,,,,,,,,,
1_KO_controla_m,1,M,3,KO,0,6,9/27/2021 11:40:00,6.139,,,,,,,,,,
1_KO_controla_m,1,M,4,KO,0,6,9/27/2021 11:40:00,4.124,,,,,,,,,,
1_KO_controla_m,1,M,5,KO,0,6,9/27/2021 11:40:00,3.733,,,,,,,,,,
1_KO_controla_m,1,M,6,KO,0,6,9/27/2021 11:40:00,5.606,,,,,,,,,,
1_KO_controla_m,1,M,7,KO,0,6,9/27/2021 11:40:00,5.719,,,,,,,,,,
1_KO_controla_m,1,M,8,KO,0,6,9/27/2021 11:40:00,3.479,,,,,,,,,,
1_KO_controla_m,1,M,9,KO,0,6,9/27/2021 11:40:00,4.378,,,,,,,,,,
1_KO_controla_m,1,M,10,KO,0,6,9/27/2021 11:40:00,4.082,,,,,,,,,,
1_KO_controla_m,1,M,11,KO,0,6,9/27/2021 11:40:00,5.614,,,,,,,,,,
1_KO_controla_m,1,M,12,KO,0,6,9/27/2021 11:40:00,3.017,,,,,,,,,,
1_KO_controla_m,1,M,13,KO,0,6,9/27/2021 11:40:00,4.941,,,,,,,,,,
1_KO_controla_m,1,M,14,KO,0,6,9/27/2021 11:40:00,6.674,,,,,,,,,,
1_KO_controla_m,1,M,15,KO,0,6,9/27/2021 11:40:00,5.55,,,,,,,,,,
1_KO_controla_m,1,M,16,KO,0,6,9/27/2021 11:40:00,4.199,,,,,,,,,,
1_KO_controla_m,1,M,17,KO,0,6,9/27/2021 11:40:00,3.411,,,,,,,,,,
1_KO_controla_m,1,M,18,KO,0,6,9/27/2021 11:40:00,6.749,,,,,,,,,,
1_KO_controla_m,1,M,19,KO,0,6,9/27/2021 11:40:00,4.938,,,,,,,,,,
1_KO_controla_m,1,M,20,KO,0,6,9/27/2021 11:40:00,3.937,,,,,,,,,,
1_KO_controla_m,1,M,21,KO,0,6,9/27/2021 11:40:00,4.088,,,,,,,,,,
1_KO_controla_m,1,M,22,KO,0,6,9/27/2021 11:40:00,5.345,,,,,,,,,,
1_KO_controla_m,1,M,23,KO,0,6,9/27/2021 11:40:00,2.542,,,,,,,,,,
1_KO_controla_m,1,M,24,KO,0,6,9/27/2021 11:40:00,4.084,,,,,,,,,,
1_KO_controla_m,1,M,25,KO,0,6,9/27/2021 11:40:00,2.471,,,,,,,,,,
1_KO_7.5_m,1,M,1,KO,7.5,6,9/27/2021 11:40:00,2.522,,,,,,,,,,
1_KO_7.5_m,1,M,2,KO,7.5,6,9/27/2021 11:40:00,3.095,,,,,,,,,,
1_KO_7.5_m,1,M,3,KO,7.5,6,9/27/2021 11:40:00,2.534,,,,,,,,,,
1_KO_7.5_m,1,M,4,KO,7.5,6,9/27/2021 11:40:00,2.174,,,,,,,,,,
1_KO_7.5_m,1,M,5,KO,7.5,6,9/27/2021 11:40:00,2.765,,,,,,,,,,
1_KO_7.5_m,1,M,6,KO,7.5,6,9/27/2021 11:40:00,2.452,,,,,,,,,,
1_KO_7.5_m,1,M,7,KO,7.5,6,9/27/2021 11:40:00,1.573,,,,,,,,,,
1_KO_7.5_m,1,M,8,KO,7.5,6,9/27/2021 11:40:00,3.02,,,,,,,,,,
1_KO_7.5_m,1,M,9,KO,7.5,6,9/27/2021 11:40:00,2.746,,,,,,,,,,
1_KO_7.5_m,1,M,10,KO,7.5,6,9/27/2021 11:40:00,1.996,,,,,,,,,,
1_KO_7.5_m,1,M,11,KO,7.5,6,9/27/2021 11:40:00,1.791,,,,,,,,,,
1_KO_7.5_m,1,M,12,KO,7.5,6,9/27/2021 11:40:00,1.546,,,,,,,,,,
1_KO_7.5_m,1,M,13,KO,7.5,6,9/27/2021 11:40:00,2.875,,,,,,,,,,
1_KO_7.5_m,1,M,14,KO,7.5,6,9/27/2021 11:40:00,2.583,,,,,,,,,,
1_KO_7.5_m,1,M,15,KO,7.5,6,9/27/2021 11:40:00,2.109,,,,,,,,,,
1_KO_7.5_m,1,M,16,KO,7.5,6,9/27/2021 11:40:00,2.244,,,,,,,,,,
1_KO_7.5_m,1,M,17,KO,7.5,6,9/27/2021 11:40:00,2.659,,,,,,,,,,
1_KO_7.5_m,1,M,18,KO,7.5,6,9/27/2021 11:40:00,2.918,,,,,,,,,,
1_KO_7.5_m,1,M,19,KO,7.5,6,9/27/2021 11:40:00,2.285,,,,,,,,,,
1_KO_7.5_m,1,M,20,KO,7.5,6,9/27/2021 11:40:00,2.649,,,,,,,,,,
1_KO_7.5_m,1,M,21,KO,7.5,6,9/27/2021 11:40:00,2.724,,,,,,,,,,
1_KO_7.5_m,1,M,22,KO,7.5,6,9/27/2021 11:40:00,2.549,,,,,,,,,,
1_KO_7.5_m,1,M,23,KO,7.5,6,9/27/2021 11:40:00,2.175,,,,,,,,,,
1_KO_7.5_m,1,M,24,KO,7.5,6,9/27/2021 11:40:00,1.48,,,,,,,,,,
1_KO_7.5_m,1,M,25,KO,7.5,6,9/27/2021 11:40:00,2.64,,,,,,,,,,
1_WT_controla_m,1,M,1,WT,0,7,9/28/2021 10:39:00,0,,,,,,,,,,
1_WT_controla_m,1,M,2,WT,0,7,9/28/2021 10:39:00,0,,,,,,,,,,
1_WT_controla_m,1,M,3,WT,0,7,9/28/2021 10:39:00,2.332,,,,,,,,,,
1_WT_controla_m,1,M,4,WT,0,7,9/28/2021 10:39:00,0,,,,,,,,,,
